ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly,min_lim_age,max_lim_age
67567,I am a developer by profession,Employed full-time,Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Online Courses or Certification;Colleague;Books / Physical media,6,2,"Developer, mobile",20 to 99 employees,JOD	Jordanian dinar,450.0,Monthly,Java;Kotlin,Java;Kotlin,Firebase,Firebase;MongoDB;SQLite,Google Cloud Platform,AWS;Google Cloud Platform;Microsoft Azure,,,,,,,Android Studio,Android Studio,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,No,,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,7620.0,11 , 17 years
70420,I am a developer by profession,Employed full-time,Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",3,2,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,AED United Arab Emirates dirham,,,Assembly;C#;C++;HTML/CSS;JavaScript;Node.js,C#;HTML/CSS;JavaScript;Node.js;TypeScript,Microsoft SQL Server;MongoDB,Microsoft SQL Server;MongoDB,AWS;Google Cloud Platform;Heroku;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,ASP.NET;Express;React.js,ASP.NET;ASP.NET Core ;Express;React.js,.NET Framework;.NET Core / .NET 5;React Native,.NET Framework;.NET Core / .NET 5;React Native,,,Android Studio;Visual Studio;Visual Studio Code;Webstorm;Xcode,Android Studio;Visual Studio;Visual Studio Code;Webstorm;Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Not sure,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,I am blind / have difficulty seeing,None of the above,Appropriate in length,Easy,,18 , 24 years
71077,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Colleague;Books / Physical media,13,9,Other (please specify):,"10,000 or more employees",JOD	Jordanian dinar,,,C#;HTML/CSS;Java;JavaScript,C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;Python;Swift;TypeScript,Microsoft SQL Server,Microsoft SQL Server;Redis;SQLite,Microsoft Azure,Microsoft Azure,,,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5;Flutter,Git,Docker;Git;Kubernetes,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio;Visual Studio Code;Xcode,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,,11 , 17 years
72073,I am a developer by profession,Employed full-time,Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Other (please specify):;Colleague;Books / Physical media",16,11,"Developer, mobile;Developer, front-end;Developer, full-stack;Other (please specify):;Developer, back-end;Product manager",20 to 99 employees,JOD	Jordanian dinar,2800.0,Monthly,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;PHP;Python;Rust;SQL;Swift;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,AWS;Google Cloud Platform;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,Gatsby;Laravel;React.js,Gatsby;Laravel;React.js,React Native,React Native,Docker;Git;Yarn,Docker;Git;Kubernetes;Unity 3D;Yarn,Android Studio;IntelliJ;PHPStorm;Sublime Text;Visual Studio Code;Webstorm;Xcode,Android Studio;IntelliJ;PHPStorm;PyCharm;Sublime Text;Visual Studio Code;Webstorm;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,47388.0,18 , 24 years
72999,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45 - 54 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",10,7,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",JOD	Jordanian dinar,24000.0,Yearly,C#;C++;F#;JavaScript;Kotlin;Python,C#;C++;F#;JavaScript;Kotlin;Python,Microsoft SQL Server;PostgreSQL;SQLite,Microsoft SQL Server;PostgreSQL;SQLite,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ,ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git;Unity 3D;Unreal Engine;Xamarin,Docker;Git;Unity 3D;Unreal Engine;Xamarin,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",Yes,45-54 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,33850.0,45 , 54 years
73867,I am a student who is learning to code,I prefer not to say,Jordan,,,Something else,5 - 10 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",5,,,,,,,C#;Python,C#;HTML/CSS;Python,,,,,,,.NET Core / .NET 5,.NET Core / .NET 5,Git;Unity 3D,Git;Unity 3D,Visual Studio,Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",Yes,Prefer not to say,Man,No,,Middle Eastern,,None of the above,Appropriate in length,Easy,,5 , 10 years
75102,"I used to be a developer by profession, but no longer am","Not employed, but looking for work",Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Books / Physical media,25,,"Developer, front-end;Developer, full-stack;Developer, back-end",,,,,Node.js;Python,Kotlin;Scala,PostgreSQL,PostgreSQL,,,Express;Flask,Spring,,,Git,Git,Notepad++;Sublime Text;Visual Studio Code,Android Studio;IntelliJ;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,No,,Neutral,No,45-54 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,None of the above,Appropriate in length,Easy,,18 , 24 years
75917,I am a developer by profession,Employed full-time,Jordan,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",15,5,"Developer, desktop or enterprise applications;Data scientist or machine learning specialist;Developer, back-end;Scientist",100 to 499 employees,JOD	Jordanian dinar,21700.0,Yearly,Assembly;C;C#;C++;Java;JavaScript;Kotlin;Python;Ruby;TypeScript,Scala,Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL;Redis;SQLite,,Google Cloud Platform,AWS,Django;Express;FastAPI;Flask;Ruby on Rails;Spring,Angular,.NET Framework;.NET Core / .NET 5;Keras;NumPy;Pandas;TensorFlow,Torch/PyTorch,Docker;Git;Kubernetes,,Eclipse;IntelliJ;PyCharm;RubyMine;Visual Studio;Visual Studio Code,,Linux-based,Visit Stack Overflow;Google it;Meditate;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,I have an anxiety disorder,Appropriate in length,Easy,30606.0,11 , 17 years
75987,I am a student who is learning to code,"Student, full-time",Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",1,,,,,,,Java;SQL,C#;C++;Dart;HTML/CSS;JavaScript;Python,MySQL,Microsoft SQL Server,Google Cloud Platform;Microsoft Azure,,ASP.NET Core ,,,,Git,Unity 3D;Unreal Engine,Eclipse;IntelliJ;NetBeans,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic,Stack Overflow,A few times per week,Not sure/can't remember,,Neutral,Yes,18-24 years old,Woman,No,,White or of European descent;Middle Eastern,None of the above,None of the above,Too short,Easy,,18 , 24 years
76802,I am a developer by profession,Employed part-time,Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",6,Less than 1 year,"Developer, full-stack;Engineer, data;Developer, back-end",2 to 9 employees,JOD	Jordanian dinar,141.0,Monthly,C#;C++;HTML/CSS;Java;JavaScript;SQL,,Microsoft SQL Server;MySQL,,Google Cloud Platform;Microsoft Azure,,ASP.NET;ASP.NET Core ,,.NET Framework;.NET Core / .NET 5,,Unity 3D;Unreal Engine,,Notepad++;Visual Studio;Visual Studio Code;Xcode,,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Woman,No,,Middle Eastern,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Too long,Neither easy nor difficult,2388.0,18 , 24 years
78332,I am a student who is learning to code,"Student, part-time",Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Coding Bootcamp;School;Online Courses or Certification,5,,,,,,,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,,Microsoft SQL Server;MySQL;SQLite,,Google Cloud Platform;Heroku,AWS;DigitalOcean,Flask;jQuery;Laravel;Vue.js,Angular.js;ASP.NET;ASP.NET Core ;React.js,,,Git,,Atom;PHPStorm;PyCharm;Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Play games,Stack Overflow,Multiple times per day,No,,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,,11 , 17 years
79385,I am a developer by profession,Employed full-time,Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp;School;Online Courses or Certification;Colleague;Books / Physical media,6,Less than 1 year,"Developer, back-end",20 to 99 employees,JOD	Jordanian dinar,,Monthly,Assembly;C++;HTML/CSS;Java;Matlab;SQL;VBA,Java;SQL,MongoDB;MySQL,MongoDB;MySQL;Oracle,,,Spring,Spring,,,Git,Git;Unity 3D,Atom;Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Eclipse;IntelliJ;Notepad++,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,No,,Neutral,No,18-24 years old,Woman,No,Prefer not to say,Middle Eastern,Prefer not to say,Prefer not to say,Appropriate in length,Easy,,18 , 24 years
83026,I am a developer by profession,"Not employed, but looking for work",Jordan,,,Some college/university study without earning a degree,11 - 17 years,Coding Bootcamp;School,4,,"Developer, full-stack",,,,,JavaScript;Ruby,JavaScript;Node.js;Ruby;Rust;TypeScript,MongoDB;PostgreSQL;Redis;SQLite,Elasticsearch,Heroku,DigitalOcean;Google Cloud Platform,Express;React.js,Vue.js,,,Git;Yarn,Docker;Git;Yarn,IntelliJ;RubyMine;Vim;Visual Studio Code,Vim,Windows Subsystem for Linux (WSL),Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,,11 , 17 years
83045,I am a developer by profession,Employed full-time,Jordan,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",9,7,"Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager",100 to 499 employees,JOD	Jordanian dinar,2000.0,Monthly,Assembly;C;C#;C++;HTML/CSS;JavaScript;Node.js;SQL;TypeScript,,Microsoft SQL Server,MongoDB,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,,Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;React.js,,.NET Framework;.NET Core / .NET 5,,Xamarin,,Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Too long,Easy,33852.0,18 , 24 years
